machine_quality,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,operating_hours,vibration_mm_s,pressure_bar,failure_type,machine_failure
M,301.6,312.68,1667.3,18.12,18,1437.0,1.395,154.84,Power Failure,1
M,298.31,307.04,1504.4,39.09,133,138.8,2.572,171.93,No Failure,0
H,299.52,309.35,1614.3,41.47,48,330.4,2.069,157.49,No Failure,0
L,301.19,310.43,1544.0,35.1,151,397.2,2.474,156.05,No Failure,0
L,303.04,311.88,1501.0,39.65,112,804.4,2.6,159.65,No Failure,0
L,297.41,307.36,1404.6,44.2,67,2598.5,2.509,167.35,No Failure,0
M,297.26,308.08,1295.1,34.13,150,224.9,3.243,185.02,No Failure,0
M,298.11,308.03,1528.2,48.81,38,311.5,1.928,154.05,No Failure,0
M,296.92,306.41,1453.1,45.82,203,1235.8,4.325,153.74,No Failure,0
M,297.07,304.86,1435.6,38.2,173,666.9,2.796,154.87,No Failure,0
L,298.05,307.39,1756.0,31.74,21,1076.4,1.749,155.2,No Failure,0
M,302.47,313.02,1546.8,39.09,248,852.8,4.196,142.13,No Failure,0
M,299.38,308.03,1312.6,61.11,70,984.3,2.861,151.78,No Failure,0
L,300.06,311.35,1652.2,32.43,241,102.7,3.945,142.0,No Failure,0
L,298.09,307.51,1410.7,55.31,152,636.4,3.418,162.72,No Failure,0
L,301.27,311.46,1671.8,22.45,230,1686.6,4.025,188.74,No Failure,0
L,303.75,313.35,1514.1,31.39,114,2575.4,2.224,154.57,No Failure,0
M,298.22,307.05,1606.1,34.57,192,990.3,3.282,161.09,No Failure,0
H,303.45,313.89,1508.7,49.49,77,2504.1,2.564,165.54,No Failure,0
M,300.73,310.13,1441.3,40.55,173,929.1,3.268,138.2,No Failure,0
L,300.03,309.2,1224.7,53.1,44,920.4,1.992,160.19,No Failure,0
M,300.8,308.42,1612.1,36.67,36,986.4,2.046,155.83,No Failure,0
M,300.78,312.08,1560.9,39.46,177,389.2,3.405,132.68,No Failure,0
L,303.71,313.72,1602.1,36.71,8,422.0,2.089,148.58,No Failure,0
H,301.04,312.15,1342.0,60.26,58,336.2,2.8,119.12,Random Failure,1
L,301.08,311.7,1676.3,28.8,122,366.1,2.893,129.72,No Failure,0
L,299.16,310.26,1481.9,34.92,171,222.1,3.494,135.05,No Failure,0
L,301.68,311.11,1561.4,30.22,144,873.1,2.513,132.83,No Failure,0
L,298.09,306.71,1359.9,45.73,229,380.7,3.879,167.25,No Failure,0
H,300.22,310.98,1695.5,28.59,181,594.8,3.064,135.83,No Failure,0
L,305.77,315.9,1350.0,58.22,53,818.2,2.807,153.5,No Failure,0
L,294.99,304.53,1514.4,40.81,175,1685.6,3.397,148.74,No Failure,0
L,300.47,311.21,1506.0,44.12,180,234.1,3.473,148.47,No Failure,0
L,300.54,310.85,1441.5,44.63,212,1078.9,3.782,144.46,No Failure,0
L,299.54,310.18,1575.6,39.8,200,631.4,3.907,141.48,No Failure,0
L,299.59,308.57,1639.5,41.22,156,313.9,2.877,159.05,No Failure,0
M,300.18,311.16,1581.4,40.85,158,633.2,3.2,120.44,No Failure,0
L,299.5,309.49,1303.4,45.19,113,1222.3,3.273,162.35,No Failure,0
M,300.44,311.53,1575.7,31.78,81,1221.1,2.391,144.79,No Failure,0
L,299.02,309.99,1593.3,30.08,239,324.7,3.673,152.6,No Failure,0
M,304.04,314.73,1546.1,48.21,59,691.3,2.429,158.08,No Failure,0
H,299.5,309.38,1450.7,39.98,210,692.0,3.257,165.68,No Failure,0
L,301.14,311.85,1566.9,19.94,196,211.9,2.951,141.09,Power Failure,1
L,298.66,309.77,1613.2,35.25,154,508.8,2.944,144.85,No Failure,0
H,301.87,312.47,1375.9,55.3,81,590.8,2.379,131.11,No Failure,0
L,301.47,311.67,1456.7,38.4,177,2228.2,3.535,154.6,No Failure,0
M,300.84,311.55,1519.1,34.69,201,1028.8,3.144,174.44,No Failure,0
L,297.95,307.42,1492.6,25.05,149,725.4,3.14,143.61,No Failure,0
L,298.5,310.01,1560.7,34.32,210,1074.6,3.741,147.1,No Failure,0
M,303.37,311.69,1565.8,28.36,127,508.9,2.435,155.73,No Failure,0
H,298.47,308.51,1513.6,44.29,217,966.7,3.696,148.95,No Failure,0
L,301.28,310.88,1477.6,40.49,100,267.7,2.6,159.66,No Failure,0
M,298.11,307.47,1532.3,36.37,204,411.8,3.83,149.45,No Failure,0
M,302.02,312.32,1520.0,32.38,17,467.7,1.591,161.77,No Failure,0
L,298.63,307.5,1355.0,55.26,225,108.1,4.448,144.44,Overstrain Failure,1
L,298.07,310.23,1454.7,32.95,166,1315.0,3.109,151.16,No Failure,0
L,298.58,307.22,1649.0,32.98,232,1299.9,3.966,138.54,No Failure,0
L,298.89,307.94,1515.7,37.57,230,324.2,4.279,142.25,No Failure,0
M,300.81,309.76,1329.2,38.97,123,175.2,2.867,151.37,No Failure,0
L,300.14,310.34,1318.8,44.82,164,992.8,3.014,150.03,No Failure,0
L,297.81,308.82,1518.9,49.3,72,354.1,2.442,161.78,No Failure,0
M,299.94,310.47,1427.7,48.56,244,1117.3,4.785,154.02,No Failure,0
M,297.71,309.19,1303.8,64.3,47,990.5,2.397,148.58,No Failure,0
M,301.29,310.46,1635.2,23.07,47,1476.6,1.176,144.35,No Failure,0
M,301.65,312.31,1525.4,42.31,97,410.7,2.325,151.83,No Failure,0
L,299.95,309.65,1679.4,34.79,108,489.2,2.498,161.24,No Failure,0
M,300.54,310.77,1379.3,60.1,63,354.7,2.77,141.88,No Failure,0
L,303.5,314.61,1513.6,41.76,240,121.0,4.371,183.24,No Failure,0
L,299.68,307.99,1611.0,19.7,210,658.2,3.044,133.7,Power Failure,1
L,298.11,310.1,1326.4,44.34,50,1694.2,2.578,140.3,No Failure,0
M,301.16,311.01,1521.4,42.67,210,636.4,3.962,144.46,No Failure,0
M,297.73,306.13,1489.4,47.58,78,357.5,2.842,161.24,No Failure,0
L,299.58,308.89,1656.9,32.76,110,31.1,2.844,167.52,No Failure,0
H,298.8,308.9,1627.9,43.28,245,395.3,3.994,146.0,No Failure,0
H,298.6,307.9,1417.2,37.3,202,492.7,4.099,139.57,No Failure,0
L,299.5,307.45,1498.4,33.29,87,980.1,2.723,139.12,No Failure,0
M,301.8,311.9,1532.7,43.43,160,1244.7,3.291,161.47,No Failure,0
L,302.21,311.49,1487.9,41.53,200,153.0,4.047,135.29,No Failure,0
H,301.85,312.5,1545.9,50.5,143,454.7,4.024,153.58,No Failure,0
L,300.67,309.6,1480.4,40.27,61,811.3,2.51,154.67,No Failure,0
L,299.48,311.75,1631.8,46.04,202,1293.3,3.162,154.18,No Failure,0
L,295.28,305.8,1601.6,27.93,88,437.6,1.752,140.56,No Failure,0
L,300.74,310.93,1534.9,53.95,201,1390.5,3.976,134.96,No Failure,0
M,295.44,306.06,1345.6,32.23,134,851.7,2.514,150.03,No Failure,0
L,296.15,304.33,1471.5,49.03,199,695.3,3.554,157.45,No Failure,0
L,299.68,309.18,1481.0,42.63,205,426.4,3.776,145.53,No Failure,0
M,300.53,312.31,1300.7,41.36,136,895.5,2.878,157.64,No Failure,0
H,299.1,308.78,1437.8,47.6,81,111.5,2.822,148.24,No Failure,0
M,303.07,313.01,1559.8,18.6,80,629.5,2.27,157.22,Power Failure,1
L,300.92,310.46,1499.1,34.26,8,1138.4,1.259,137.44,No Failure,0
L,299.5,310.97,1467.8,47.46,100,775.8,2.837,147.33,No Failure,0
L,302.77,312.53,1335.2,59.22,51,720.1,2.349,170.46,No Failure,0
H,303.13,311.88,1534.0,39.76,170,419.4,3.515,142.95,No Failure,0
M,301.03,313.6,1709.2,15.62,165,810.9,2.701,154.31,Power Failure,1
M,298.45,307.07,1737.3,36.83,227,1200.8,4.089,149.68,Tool Wear Failure,1
H,298.9,308.8,1528.1,39.4,41,723.6,1.978,143.91,No Failure,0
L,297.11,306.26,1421.4,51.09,180,1127.6,4.096,159.97,No Failure,0
M,299.92,309.21,1534.0,40.48,57,31.5,2.26,141.89,No Failure,0
L,297.9,306.84,1599.8,27.23,197,737.5,2.857,163.06,No Failure,0
L,299.34,308.8,1280.4,49.63,202,971.2,3.983,158.57,No Failure,0
L,300.52,311.51,1516.8,45.68,72,1437.3,2.344,133.47,No Failure,0
L,296.03,304.13,1672.1,33.01,242,1300.7,3.273,159.64,No Failure,0
H,297.47,308.73,1582.4,47.2,109,2423.4,2.736,151.28,No Failure,0
L,298.99,310.07,1605.8,34.53,158,1816.7,3.236,137.1,No Failure,0
H,299.89,310.4,1499.7,37.02,186,429.5,3.633,143.57,No Failure,0
M,299.01,309.14,1566.0,34.7,151,720.6,3.204,140.17,No Failure,0
M,299.46,309.74,1685.6,36.9,217,219.6,3.702,154.18,No Failure,0
H,298.59,310.01,1407.3,49.07,16,225.4,1.83,173.13,No Failure,0
L,297.1,305.36,1535.4,22.14,128,312.9,2.251,149.77,No Failure,0
L,298.93,309.66,1610.5,51.04,197,399.7,4.043,143.49,No Failure,0
L,299.57,308.83,1394.3,41.76,4,191.7,1.886,149.76,No Failure,0
L,299.38,310.2,1389.7,36.1,118,850.1,2.525,148.59,No Failure,0
H,300.22,309.61,1527.1,40.21,221,389.6,4.257,156.57,No Failure,0
L,300.84,311.54,1609.5,30.91,82,1003.0,2.511,144.75,No Failure,0
L,301.36,309.81,1671.8,23.68,24,542.2,1.79,115.07,No Failure,0
L,298.73,307.04,1649.5,31.19,96,306.7,2.378,151.12,No Failure,0
L,296.85,306.74,1637.1,21.05,132,873.2,3.144,146.35,No Failure,0
M,302.54,313.98,1595.0,26.47,22,3207.6,1.307,136.79,No Failure,0
L,300.77,311.31,1578.2,23.77,119,472.0,1.827,146.81,No Failure,0
M,298.09,308.62,1414.4,52.24,164,1279.9,3.758,164.75,No Failure,0
M,300.56,311.42,1651.5,27.16,240,124.2,4.033,139.56,No Failure,0
M,302.14,311.74,1584.9,39.59,166,585.8,3.508,148.5,No Failure,0
L,303.46,314.07,1329.9,51.17,31,668.0,2.507,144.75,No Failure,0
M,300.5,309.92,1319.8,48.5,233,1483.4,4.448,133.4,No Failure,0
L,302.12,311.81,1603.3,37.05,166,1390.9,3.565,153.07,No Failure,0
L,297.58,307.39,1475.6,37.09,210,457.5,3.762,149.23,No Failure,0
M,299.93,309.38,1396.9,41.8,77,1442.8,2.526,177.14,No Failure,0
M,299.33,309.26,1168.0,61.12,7,325.4,2.139,158.48,No Failure,0
L,300.69,310.43,1593.6,44.13,108,679.8,3.09,159.81,No Failure,0
H,303.22,312.51,1471.4,46.68,89,2225.8,2.419,139.97,No Failure,0
L,300.5,310.36,1367.8,62.66,104,378.3,3.056,158.91,No Failure,0
M,298.12,308.28,1517.1,42.78,235,1230.3,3.692,156.64,No Failure,0
H,297.47,306.37,1427.3,51.48,87,371.8,2.898,120.97,No Failure,0
M,303.29,313.71,1459.7,44.78,66,1157.2,2.851,163.56,No Failure,0
H,301.03,310.53,1456.6,44.63,220,794.6,3.651,148.66,No Failure,0
M,300.9,311.09,1489.1,30.37,223,555.3,3.148,139.19,No Failure,0
M,299.31,308.65,1431.4,28.71,180,196.7,3.158,148.75,No Failure,0
M,300.54,311.59,1743.1,34.88,31,481.2,1.903,142.55,No Failure,0
M,298.03,308.98,1432.9,48.82,224,1013.4,3.971,154.06,No Failure,0
L,300.77,309.73,1393.9,48.34,10,3104.1,1.508,145.23,No Failure,0
M,297.65,308.18,1321.3,53.33,202,992.8,4.219,170.6,No Failure,0
L,299.28,310.73,1595.4,39.89,185,1510.4,3.55,170.65,No Failure,0
H,298.71,307.77,1470.0,45.38,104,550.7,3.289,153.05,No Failure,0
L,293.49,302.62,1378.9,45.42,49,584.9,2.491,156.86,No Failure,0
L,299.31,310.04,1481.3,38.93,15,611.6,1.477,170.3,No Failure,0
H,298.2,306.9,1553.7,36.78,9,2514.8,1.771,146.08,No Failure,0
L,299.58,308.8,1584.0,25.15,74,519.6,2.222,147.9,No Failure,0
L,300.0,308.99,1585.6,38.47,118,281.6,3.24,157.28,No Failure,0
M,303.54,314.28,1699.5,38.96,86,170.5,2.268,149.37,No Failure,0
L,300.61,309.92,1371.3,51.34,151,380.1,2.963,153.21,No Failure,0
L,300.67,310.38,1375.7,52.33,25,159.4,2.107,146.01,No Failure,0
L,300.99,310.24,1413.6,41.46,175,930.5,3.321,138.19,No Failure,0
L,301.74,312.89,1321.1,60.63,38,690.0,2.326,137.86,No Failure,0
L,300.91,310.05,1308.4,41.9,110,1047.8,2.839,164.28,No Failure,0
L,300.56,309.16,1516.3,50.33,5,1430.8,1.015,154.72,No Failure,0
L,301.42,309.98,1387.9,39.0,232,348.3,3.561,160.93,No Failure,0
L,295.15,305.84,1518.6,28.6,109,800.0,2.5,139.22,No Failure,0
L,304.18,314.94,1541.6,35.75,93,680.9,2.42,155.62,No Failure,0
M,303.18,314.43,1506.0,54.74,42,387.8,2.916,157.34,No Failure,0
M,300.43,309.17,1444.3,37.36,58,378.6,2.131,142.29,No Failure,0
L,297.17,306.94,1520.5,35.34,67,1412.9,1.77,144.24,No Failure,0
L,302.42,314.85,1526.7,39.96,23,750.4,1.621,167.61,No Failure,0
H,298.61,308.31,1470.7,36.11,120,216.6,3.02,147.58,No Failure,0
M,301.07,310.5,1393.7,51.94,36,1114.4,2.123,158.64,No Failure,0
L,297.43,307.41,1206.0,58.85,41,429.3,1.777,140.09,No Failure,0
L,304.45,314.98,1452.0,40.06,22,760.8,2.021,167.36,No Failure,0
L,297.12,307.63,1567.5,45.4,16,69.2,2.212,145.54,No Failure,0
H,300.14,309.52,1495.7,49.72,207,430.5,3.832,148.21,No Failure,0
H,295.76,305.17,1451.4,41.09,191,925.3,3.367,155.8,No Failure,0
H,299.92,309.62,1479.1,31.22,169,286.1,3.37,183.72,No Failure,0
L,299.15,308.42,1513.6,35.91,221,169.5,3.13,144.27,No Failure,0
L,302.27,311.04,1335.3,44.12,113,422.9,3.04,150.71,No Failure,0
L,299.15,310.96,1450.8,43.94,84,884.1,2.531,165.35,No Failure,0
L,302.28,311.87,1606.5,22.08,107,1336.3,2.577,151.82,No Failure,0
L,297.95,307.6,1494.7,35.63,115,1242.7,2.323,151.37,No Failure,0
M,299.44,309.12,1546.3,32.63,26,1139.4,1.695,175.95,No Failure,0
L,299.48,309.4,1477.7,48.82,72,1744.9,2.788,166.1,No Failure,0
H,300.99,311.43,1462.4,33.02,117,1383.2,2.795,176.99,No Failure,0
L,300.74,310.27,1623.1,35.39,115,959.3,1.91,143.53,No Failure,0
L,301.44,312.58,1641.0,35.04,97,776.6,2.727,161.33,No Failure,0
H,300.53,311.13,1634.7,47.91,22,691.9,2.298,151.59,No Failure,0
M,301.32,311.13,1449.2,49.69,70,491.6,2.621,149.59,No Failure,0
L,298.2,307.54,1593.1,44.94,114,618.7,2.86,150.81,No Failure,0
M,300.78,311.86,1499.4,51.06,54,365.4,2.663,159.59,No Failure,0
L,303.22,313.05,1418.3,52.35,115,1107.2,3.034,151.46,No Failure,0
L,296.64,305.4,1535.3,21.9,80,241.4,1.505,140.85,No Failure,0
L,300.98,312.0,1533.2,45.92,76,1155.1,2.258,141.02,No Failure,0
L,301.35,310.63,1551.2,36.3,232,2955.7,4.31,137.08,No Failure,0
M,302.92,313.79,1761.4,27.43,217,183.3,3.448,150.97,No Failure,0
L,301.45,308.94,1592.2,36.8,175,1099.1,3.356,158.51,No Failure,0
M,300.2,309.83,1536.6,47.31,105,464.3,2.295,164.24,No Failure,0
M,300.86,312.02,1331.5,54.55,200,1403.5,4.054,156.73,No Failure,0
L,298.53,308.54,1629.6,26.55,37,837.8,1.882,153.77,No Failure,0
L,299.22,309.82,1277.4,46.18,46,221.0,2.87,164.75,No Failure,0
L,297.33,306.43,1392.7,59.66,187,703.4,4.105,134.09,Overstrain Failure,1
M,302.97,313.32,1463.1,58.31,225,840.9,4.506,157.18,Overstrain Failure,1
M,300.9,310.9,1901.5,5.47,36,535.2,0.724,156.1,Power Failure,1
M,298.17,308.41,1293.7,61.79,123,755.5,3.098,136.73,No Failure,0
L,300.54,312.58,1259.9,49.61,21,512.6,2.637,128.34,No Failure,0
L,302.32,313.62,1636.2,16.93,243,528.2,3.84,150.02,Power Failure,1
M,301.99,312.78,1554.2,32.34,92,82.1,2.512,158.78,No Failure,0
L,298.14,308.95,1436.2,52.58,203,151.6,4.431,134.48,No Failure,0
M,293.73,302.82,1288.5,43.6,199,167.9,3.411,142.84,No Failure,0
L,300.79,310.32,1536.5,34.26,40,352.1,2.001,149.9,No Failure,0
L,298.23,306.69,1401.3,40.66,237,153.8,4.131,162.96,No Failure,0
M,301.24,309.98,1586.5,45.46,240,230.1,4.071,155.72,No Failure,0
L,301.9,311.01,1336.2,34.21,164,772.6,2.699,155.49,No Failure,0
M,302.23,312.2,1601.3,38.73,239,1043.7,4.414,147.19,Tool Wear Failure,1
L,303.49,312.26,1413.9,48.97,223,541.0,4.039,168.53,No Failure,0
H,302.47,312.43,1371.8,32.99,140,753.3,2.995,155.28,No Failure,0
H,303.5,313.35,1759.5,26.43,142,795.4,2.544,143.81,No Failure,0
H,302.76,311.62,1672.5,33.63,248,2243.9,3.737,145.21,No Failure,0
M,302.93,314.46,1683.6,31.11,47,149.3,1.793,148.69,No Failure,0
M,299.92,308.59,1556.8,33.95,117,585.7,2.581,146.92,No Failure,0
M,297.42,308.54,1577.8,22.73,141,160.8,3.001,129.85,No Failure,0
L,304.96,312.71,1487.0,42.36,23,766.1,1.993,143.82,No Failure,0
L,300.13,309.98,1479.7,48.68,184,240.5,3.317,155.84,No Failure,0
M,302.46,311.26,1516.1,31.88,157,436.7,2.557,140.81,No Failure,0
L,298.9,308.24,1475.0,33.48,18,146.5,1.931,151.59,No Failure,0
L,301.93,313.74,1559.4,38.13,211,516.7,3.986,136.87,No Failure,0
H,295.11,304.76,1590.5,30.89,104,548.0,2.366,124.55,No Failure,0
L,299.18,308.07,1504.6,49.84,27,534.6,1.878,146.54,No Failure,0
M,299.8,310.29,1708.2,31.11,21,1119.2,1.649,152.56,No Failure,0
M,300.93,310.57,1619.1,34.74,68,709.5,2.193,143.85,No Failure,0
L,302.14,312.29,1457.4,32.37,99,357.1,2.522,138.13,No Failure,0
H,297.81,306.9,1418.2,50.07,100,628.2,3.123,157.73,No Failure,0
L,301.32,310.45,1553.3,37.69,140,387.3,3.251,149.66,No Failure,0
H,302.45,311.67,1413.4,59.93,163,230.8,3.889,157.76,No Failure,0
M,304.69,315.49,1548.9,43.54,179,369.8,3.156,172.83,No Failure,0
L,301.41,311.19,1402.1,51.58,110,286.1,3.09,155.61,No Failure,0
L,299.08,308.03,1481.8,36.76,88,1064.6,2.516,155.72,No Failure,0
L,297.46,307.62,1666.2,30.57,186,1511.4,2.888,141.43,No Failure,0
L,303.66,313.74,1536.6,39.67,30,638.7,1.781,149.74,No Failure,0
L,301.47,312.05,1579.7,33.21,225,272.3,3.863,135.19,No Failure,0
H,299.96,309.47,1596.5,20.01,123,1748.9,2.006,138.12,Power Failure,1
L,296.76,306.68,1607.9,50.14,156,2810.1,3.185,153.51,No Failure,0
H,298.14,308.56,1519.8,40.33,32,111.3,1.955,146.39,No Failure,0
L,301.26,310.25,1548.2,33.0,22,564.4,1.554,142.96,No Failure,0
H,300.71,311.59,1492.3,43.76,24,319.9,2.24,151.5,No Failure,0
L,296.11,306.12,1484.4,40.47,98,161.7,2.811,143.37,No Failure,0
L,301.27,310.16,1271.2,54.1,183,836.1,3.32,146.94,No Failure,0
M,296.86,305.75,1492.3,44.33,239,275.9,3.818,153.49,No Failure,0
L,302.71,312.61,1381.9,38.43,152,254.3,3.431,144.38,No Failure,0
H,300.42,309.87,1453.8,46.93,107,1342.1,2.98,138.67,No Failure,0
L,299.07,309.83,1359.5,39.64,132,593.0,2.048,165.0,No Failure,0
M,301.98,311.69,1291.4,41.84,42,1117.7,2.485,173.27,No Failure,0
M,300.71,311.01,1457.1,52.26,41,1522.2,2.26,150.0,No Failure,0
M,302.65,311.8,1494.2,28.31,214,2864.1,3.495,147.99,No Failure,0
L,300.16,310.14,1608.1,31.37,230,640.0,3.462,150.43,No Failure,0
L,300.28,311.59,1548.8,35.81,209,1654.6,3.985,141.67,No Failure,0
L,299.43,309.28,1535.1,37.27,215,1026.9,3.851,163.92,No Failure,0
L,300.53,309.97,1351.0,51.57,181,779.0,3.601,161.35,No Failure,0
L,303.4,312.53,1601.4,25.85,210,759.8,2.595,144.41,No Failure,0
H,298.99,308.98,1443.3,39.71,12,842.7,1.568,146.04,No Failure,0
M,301.3,312.71,1629.1,34.49,16,623.7,1.323,154.59,No Failure,0
M,298.24,306.88,1320.5,57.0,224,169.7,4.063,164.14,Overstrain Failure,1
L,295.87,305.82,1406.9,48.84,18,321.1,1.691,155.27,No Failure,0
L,300.41,308.7,1547.9,42.39,64,69.8,2.528,156.83,No Failure,0
M,300.74,310.33,1366.6,49.69,117,957.2,3.428,155.09,No Failure,0
L,299.78,310.04,1444.3,26.81,131,157.1,2.624,152.51,No Failure,0
L,297.01,305.43,1242.3,60.28,72,247.3,2.378,154.64,Heat Dissipation Failure,1
L,300.61,310.16,1662.4,31.58,221,304.4,3.535,159.6,Tool Wear Failure,1
M,300.53,310.82,1406.9,52.57,84,641.3,2.559,154.0,No Failure,0
H,298.22,308.35,1482.2,45.52,195,994.6,4.133,147.62,No Failure,0
L,297.29,307.63,1505.5,42.64,177,844.7,3.436,178.42,No Failure,0
L,299.5,308.52,1563.7,52.15,11,1220.1,2.388,131.11,No Failure,0
L,301.31,311.6,1233.5,49.97,233,1329.4,3.704,160.75,Overstrain Failure,1
L,300.83,310.23,1479.9,41.07,52,897.9,2.142,144.32,No Failure,0
M,298.24,308.95,1536.4,35.78,150,465.2,2.704,130.37,No Failure,0
L,300.27,307.96,1488.3,41.23,150,153.0,3.087,125.63,No Failure,0
M,301.77,311.48,1580.2,38.97,7,408.1,1.8,147.83,No Failure,0
L,297.65,307.75,1545.9,43.54,242,298.2,3.639,174.65,No Failure,0
L,300.13,311.48,1398.9,50.21,10,678.8,1.74,172.1,No Failure,0
H,302.68,312.77,1310.5,44.69,108,1230.7,2.716,143.41,No Failure,0
L,297.45,307.64,1711.0,41.85,57,397.3,2.263,142.92,No Failure,0
M,302.31,312.69,1551.8,33.46,51,2660.9,1.514,145.4,No Failure,0
L,303.24,314.49,1481.9,43.25,2,293.0,1.808,152.63,No Failure,0
H,299.56,309.17,1749.3,23.04,31,529.5,1.704,173.33,No Failure,0
L,299.31,307.91,1528.4,32.02,34,270.4,2.079,161.59,No Failure,0
L,302.07,310.47,1567.8,46.06,166,347.9,2.903,158.0,No Failure,0
M,299.63,310.29,1401.6,48.85,13,753.4,1.811,153.25,No Failure,0
L,295.29,305.52,1666.3,39.79,135,627.7,2.94,127.21,No Failure,0
L,299.8,309.55,1524.9,42.01,69,966.1,2.387,127.01,No Failure,0
H,300.94,310.35,1409.6,43.7,8,974.8,1.775,140.89,No Failure,0
M,301.48,311.66,1641.7,46.81,11,1271.4,1.679,135.54,No Failure,0
M,298.24,308.45,1570.3,37.99,208,811.8,3.669,130.19,No Failure,0
M,299.46,309.94,1523.8,30.17,227,497.9,4.532,161.68,No Failure,0
H,301.95,310.85,1342.4,43.87,154,525.8,3.388,147.32,No Failure,0
H,299.88,308.12,1406.1,59.58,130,744.5,2.827,139.87,No Failure,0
M,296.94,306.03,1698.4,30.78,59,609.9,2.461,134.65,No Failure,0
L,302.48,311.12,1545.0,38.73,215,733.2,4.221,158.9,No Failure,0
L,299.57,308.17,1560.6,36.14,122,172.1,2.991,149.35,No Failure,0
M,302.18,313.75,1447.2,64.13,169,470.6,4.161,132.29,Power Failure,1
H,297.21,304.94,1630.7,30.39,196,90.6,4.069,144.62,No Failure,0
L,299.76,310.23,1453.6,38.4,115,1838.5,2.804,172.58,No Failure,0
L,301.02,311.93,1473.8,36.35,82,653.7,2.665,162.39,No Failure,0
L,299.83,310.81,1650.3,27.46,116,1055.5,2.966,150.72,No Failure,0
M,297.63,307.91,1649.9,26.91,223,1110.5,3.338,154.53,Tool Wear Failure,1
H,295.23,306.55,1552.4,45.68,180,1507.3,3.966,144.68,No Failure,0
L,303.05,314.83,1476.5,47.09,172,715.4,3.522,146.78,No Failure,0
M,300.5,310.19,1605.9,34.4,80,388.5,2.578,136.39,No Failure,0
M,302.33,312.78,1418.6,54.09,80,751.6,2.958,141.81,No Failure,0
H,301.86,313.13,1766.8,17.49,132,1204.5,2.268,155.89,Power Failure,1
L,301.19,310.33,1667.8,27.42,6,371.9,1.818,167.15,No Failure,0
H,299.36,309.11,1542.7,31.75,29,510.0,1.595,154.21,No Failure,0
M,300.98,310.35,1483.8,39.91,139,352.3,3.072,161.7,No Failure,0
M,302.87,313.33,1565.2,35.49,196,602.6,3.72,125.34,No Failure,0
L,300.17,308.27,1526.2,37.99,95,1069.7,2.682,155.78,No Failure,0
M,303.8,315.24,1579.5,44.85,82,773.5,2.347,154.06,No Failure,0
M,297.0,307.53,1402.5,54.57,175,383.0,3.257,140.71,No Failure,0
L,296.79,307.38,1307.7,48.02,44,1077.9,1.953,149.23,No Failure,0
L,301.98,309.61,1389.1,40.56,24,265.9,2.068,166.01,No Failure,0
M,298.36,307.32,1484.9,39.2,185,1969.3,3.595,155.11,No Failure,0
M,304.09,315.58,1476.8,51.01,123,1718.0,2.991,146.07,No Failure,0
L,302.67,312.5,1284.0,58.84,23,2088.2,2.138,172.04,No Failure,0
L,303.18,311.45,1507.6,46.38,159,372.0,3.225,150.3,No Failure,0
L,301.77,311.99,1470.2,35.1,237,271.0,3.545,168.2,No Failure,0
H,298.16,308.84,1493.6,42.59,88,1392.4,2.807,145.35,No Failure,0
H,296.68,307.21,1490.9,45.8,172,1661.3,3.104,150.46,No Failure,0
L,302.99,312.84,1441.5,34.45,175,866.5,3.276,167.81,No Failure,0
L,297.0,308.14,1466.3,48.66,185,2121.5,4.005,138.26,No Failure,0
L,303.17,312.47,1624.3,42.64,118,261.5,2.822,178.43,No Failure,0
L,301.34,311.88,1389.0,51.65,20,1389.8,2.508,141.02,No Failure,0
H,299.85,309.98,1585.0,30.23,31,923.8,1.394,158.07,No Failure,0
M,300.88,310.75,1662.1,22.59,140,223.3,2.253,156.46,No Failure,0
L,300.93,310.55,1539.6,36.07,128,1527.7,2.111,136.53,No Failure,0
L,299.6,309.25,1500.3,40.24,7,214.1,1.901,131.66,No Failure,0
L,302.85,312.88,1639.3,21.99,59,1145.8,1.238,134.66,No Failure,0
H,302.78,312.49,1407.6,33.92,81,1507.5,2.765,147.6,No Failure,0
M,300.31,311.04,1438.1,52.84,204,124.9,4.417,158.25,No Failure,0
M,298.8,308.26,1360.6,45.33,181,1488.0,3.597,146.62,No Failure,0
L,302.61,314.18,1522.8,41.38,214,598.3,3.525,143.48,No Failure,0
H,295.95,305.37,1647.6,29.44,53,532.3,1.362,142.32,No Failure,0
L,300.89,311.81,1436.6,52.5,217,462.5,4.14,147.51,Overstrain Failure,1
H,301.48,312.44,1453.9,35.83,174,944.0,3.252,145.87,No Failure,0
H,298.34,308.51,1520.8,40.95,12,375.6,1.809,144.49,No Failure,0
L,301.95,312.02,1448.2,44.07,137,1945.2,3.212,137.72,No Failure,0
H,299.95,309.22,1433.2,41.71,65,1649.5,1.956,140.09,No Failure,0
L,298.91,308.39,1566.4,54.92,227,866.9,4.103,159.97,Power Failure,1
M,301.93,312.15,1373.2,45.75,110,911.2,2.86,141.72,No Failure,0
L,297.83,307.78,1517.5,43.38,124,132.4,3.591,159.77,No Failure,0
L,301.74,312.92,1644.2,39.14,234,470.1,4.158,151.38,No Failure,0
L,296.04,305.58,1499.9,44.32,75,315.8,2.481,172.96,No Failure,0
L,300.57,310.18,1461.4,37.9,155,716.9,2.804,151.85,No Failure,0
